,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,ntrk,nshw,true_ntrk,true_nshw,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,30,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,4,1,1,,1,0,,0,-190.91618,191.12015,273.60828,-188.98232,177.2466,306.83347,0.09037844,-0.21789704,0.9717781,37.99392,0.19638616,0.15,0.22699349,0.39,2,,,,19.008213,187.76447,104.43941,28.119806,,,0.94598466,0.0064377035,0.94598466,0.0,0.021273127,0.026304482,0,52,11,0.038356803,-190.88594,190.95561,273.4761,-190.35262,189.59798,280.05505,0.00026363853,0.006611409,0.03777834,6.81368,2,1,0.038356803,0,2.0,1.8564907,0.037464622,0.0,1.0496211,0.03220605,-0.3937267,0.91866314,-189.73639,176.90215,306.2664,35.693474,0.04499154,1.9114687,0.03731985,33.0,2.5347633,1.8628893,0.037860915,21,0.37485525,1.8564907,0.037464622,44,0.32656148,,,,,,-190.88594,190.95561,273.4761,0,52,11,0.038356803,-190.88594,190.95561,273.4761,-190.35262,189.59798,280.05505,0.00026363853,0.006611409,0.03777834,6.81368,2,1,0.038356803,0,0,1,0,1,True,True,0.22300496697425842,-0.010366180911660194,0.01693514548242092,0.9998028874397278,-0.010366180911660194,0.01693514548242092,0.9998028874397278,-0.010368738323450089,0.01694953441619873,0.9998025298118591,-0.010366180911660194,0.01693514548242092,0.9998028874397278,0.4239275116815607,0.1572595035308725,0.2577895361092567,0.1572595035308725,0.006732937201045362,0.0009485848989224725,0.014819894301300231,0.0009485848989224725,6.09787517036537,-0.023260044,-0.0,0.0,0.0,1.6957195092399426,0.0,14.623160687182157,4.813961212960817,0.0001584345,0.00086164277,0.0004833023,0.639262049804504,0.0005547773,0.00578435230212289,-0.00089218095,0.0,0.0,0.0,0.26666800815068814,0.0,0.01387130940237776,0.18464816361665726,-0.03024292,0.16453552,0.13217163,0.10053003257838419,0.21320392
1,30,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,5,1,1,,1,0,,0,199.02881,41.69562,66.80295,141.11327,22.571142,281.77032,-0.061752345,0.25457013,0.9650807,516.3268,1.2746459,1.2,1.3005611,1.67,2,,,,36.778854,294.2389,198.46327,60.627136,,,0.92752707,0.03872707,0.92752707,0.0,0.028450333,0.0052955323,0,62,11,0.6405806,198.98001,41.727734,66.84365,201.3,44.79682,100.455376,-0.00016133892,0.011127824,0.64048374,34.046246,2,0,0.6405806,0,2.0,7.8001776,0.4411454,0.0,4.484983,-0.09768463,-0.0084775295,0.9951813,189.3717,40.89388,164.73024,98.36055,0.14669071,6.5287957,0.44088754,324.0,0.61193407,5.723434,0.43962348,262,0.5941389,7.8001776,0.4411454,467,0.3014526,0.42299387,0.42299387,0.16880591,11.0,0.4082002,198.98001,41.727734,66.84365,0,62,11,0.6405806,198.98001,41.727734,66.84365,201.3,44.79682,100.455376,-0.00016133892,0.011127824,0.64048374,34.046246,2,0,0.6405806,0,0,1,0,1,True,True,1.2790175676345825,0.024658799171447754,0.0037693448830395937,0.9996888637542725,0.024658799171447754,0.0037693448830395937,0.9996888637542725,0.024663295596837997,0.0037664577830582857,0.9996888041496277,0.024658799171447754,0.0037693448830395937,0.9996888637542725,0.12311512599613086,0.02838348791638091,0.26832590674250045,0.02838348791638091,0.006686588132779434,0.0005160660671900774,0.09208772010959995,0.0005160660671900774,11.956845175245034,-0.31133506,0.0,0.0,0.0,3.337561555466115,0.0,177.44172667853823,0.99665362725163,0.00024523874,-0.000769563,-0.00060892577,8.45359173379259,0.00033267663,0.006170522065589357,-0.1994352,0.0,0.0,0.0,0.09473163807974995,0.0,0.09157165404240987,0.6384369730949402,0.048797607,-0.03211212,-0.04070282,0.23994241882611955,0.07119771
1,30,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,6,1,1,,1,0,,0,71.18097,36.177135,195.79755,37.80764,44.21415,378.82718,0.08800225,2.2888444e-05,0.9961203,302.8206,0.7856117,0.54,0.8220699,0.98,2,,,,33.850277,386.2349,177.55368,55.28008,,,0.89502585,0.03748249,0.89502585,0.0,0.060190585,0.0073010535,0,52,11,0.2612011,14.806146,62.413925,259.3554,18.306229,63.601757,279.28275,0.0044288067,-0.009582176,0.2609872,21.019438,2,1,0.2612011,0,1.0,1.7740108,0.25401357,0.0,3.5599122,-0.10781842,-0.13839631,0.98449045,7.1458964,52.58119,329.30118,71.04768,0.18099847,1.6910449,0.25117788,187.0,0.80560595,1.7740108,0.25292352,207,0.49011603,1.7612703,0.25401357,295,0.30472615,0.7600758,0.7600758,0.13556379,11.0,0.104360394,14.806146,62.413925,259.3554,0,52,11,0.2612011,14.806146,62.413925,259.3554,18.306229,63.601757,279.28275,0.0044288067,-0.009582176,0.2609872,21.019438,2,1,0.2612011,0,0,1,0,1,True,True,0.7926849722862244,0.00788695365190506,0.005543036852031946,0.9999535083770752,0.00788695365190506,0.005543036852031946,0.9999535083770752,0.012966293841600418,0.003231025068089366,0.9999107122421265,0.00788695365190506,0.005543036852031946,0.9999535083770752,0.18559117979728895,0.04320030736089827,0.07521784592963718,0.04320030736089827,0.008749265191682272,0.0004874709024648008,0.004484793066645661,0.0004874709024648008,16.94828193322582,-0.027517285,0.0,0.0,0.0,3.2960615591654885,0.0,8.200124651480092,2.034768733480861,3.8075287,-0.42036757,-0.24506086,0.7411414530286148,0.33280727,0.00826179428921747,-0.0071875453,0.0,0.0,0.0,0.14239087243639068,0.0,0.00399732216418086,0.5314838588237762,56.374825,-26.23679,-63.55786,0.03201753856873891,88.91621
1,30,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,7,1,1,,1,0,,0,-119.94274,116.56449,16.999245,-195.6506,126.96754,239.55798,0.012741074,0.013954146,0.9998214,422.65903,1.0573221,0.93,1.0885288,1.4,2,,,,0.0,0.0,0.0,0.0,,,0.86406684,0.073425256,0.86406684,0.0,0.04856113,0.013946747,0,52,11,0.3693727,-119.99019,116.56659,16.898947,-121.63799,120.25416,56.352245,0.009282974,0.009526683,0.36913276,40.488697,2,1,0.3693727,0,2.0,1.915853,0.35702476,0.0,2.567845,-0.09677023,0.08008271,0.99207973,-133.44481,127.70103,154.83444,139.03671,0.099966034,1.8689066,0.35536078,245.0,0.5306039,2.0676239,0.35409966,263,0.7030928,1.915853,0.35702476,406,0.30239505,0.75748765,0.75748765,0.09365643,11.0,0.14885592,-119.99019,116.56659,16.898947,0,52,11,0.3693727,-119.99019,116.56659,16.898947,-121.63799,120.25416,56.352245,0.009282974,0.009526683,0.36913276,40.488697,2,1,0.3693727,0,0,1,0,1,True,True,1.0625883340835571,-0.004174242727458477,0.010580022819340229,0.9999352693557739,-0.004174242727458477,0.010580022819340229,0.9999352693557739,-0.00416989903897047,0.010579737834632397,0.9999353885650635,-0.004174242727458477,0.010580022819340229,0.9999352693557739,0.11610965527944841,0.03302541251675843,0.01724339741701443,0.03302541251675843,0.004813212169534869,0.00040286662566782624,0.00031594444142921547,0.00040286662566782624,10.947408553776514,-0.033429477,-0.0,0.0,0.0,2.5157669936909848,0.0,-0.21575920838446497,1.8767376324734102,-0.0003954257,-1.7999013e-05,0.0059351586,-0.47787488170618814,0.0006600126,0.004410345543867042,-0.012347937,0.0,0.0,0.0,0.08308424276268998,0.0,-8.692218423861077e-05,0.6932156383991241,0.047447205,-0.0020980835,0.10029793,-0.015782015099744,0.11097438
1,63,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,1,1,1,,1,0,,0,-78.96058,-11.774213,95.89998,-76.66441,-17.78851,121.99096,0.11112232,-0.1359198,0.9844682,27.718712,0.16893008,0.13,0.19730036,0.31,2,,,,8.822057,151.85367,55.181778,11.363566,,,0.9055094,0.0068647433,0.9055094,0.0,0.06602833,0.021597523,0,52,11,0.04934815,-79.02993,-11.7439375,95.8789,-80.389496,-14.158101,111.2102,0.0065193917,-0.0021080298,0.048867498,17.249699,2,1,0.04934815,0,2.0,1.7184234,0.04683402,0.0,1.803576,-0.05239801,-0.3492991,0.9355451,-80.390564,-20.814297,120.17249,25.967314,0.1874978,2.1331966,0.047052093,46.0,1.8152044,1.6621853,0.04697819,34,0.3894716,1.7184234,0.04683402,64,0.32066867,,,,,,-79.02993,-11.7439375,95.8789,0,52,11,0.04934815,-79.02993,-11.7439375,95.8789,-80.389496,-14.158101,111.2102,0.0065193917,-0.0021080298,0.048867498,17.249699,2,1,0.04934815,0,0,1,0,1,True,True,0.19925126433372498,-0.00045331488945521414,-0.0010584046831354499,0.9999994039535522,-0.00045331488945521414,-0.0010584046831354499,0.9999994039535522,-0.00044706385233439505,-0.0010611311299726367,0.9999994039535522,-0.00045331488945521414,-0.0010584046831354499,0.9999994039535522,0.35988332385709804,0.13941311950064297,0.17594184678935257,0.13941311950064297,0.006065755486342031,0.000959131515467773,0.006167929178365784,0.000959131515467773,5.324216636113488,-0.050946746,-0.0,-0.0,0.0,1.5814164774889659,0.0,5.43074393750648,3.0376643614797936,-0.0008775308,0.0025779551,0.00021986086,0.2620178604391757,0.0006294022,0.005106623970874258,-0.0025141276,0.0,0.0,0.0,0.22047020435645506,0.0,0.005208797662898011,0.14990311488509178,0.0693512,-0.030275345,0.021080017,0.036528727288709595,0.07855286
1,63,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2,1,1,,1,0,,0,141.18149,39.474365,103.69979,152.84055,24.935112,232.70757,0.1228335,-0.059394956,0.9906484,199.91061,0.557958,0.4,0.5972152,0.8,2,,,,11.523114,215.90227,88.45514,22.239527,,,0.893999,0.05655815,0.893999,0.0,0.04721602,0.0022268388,0,52,11,0.1871059,141.26663,39.482998,103.6113,143.7941,43.31614,136.29648,0.010266727,-0.0111874165,0.18648805,34.491447,2,1,0.1871059,0,2.0,1.8487566,0.18045446,0.0,2.6837106,0.09147507,-0.053891756,0.994348,147.41748,35.85928,170.47191,67.24066,0.15229002,1.9209182,0.18151955,131.0,0.66592324,2.0007062,0.1830722,113,0.5516271,1.8487566,0.18045446,205,0.30170524,0.47177354,0.47177354,0.42278758,11.0,0.105438896,141.26663,39.482998,103.6113,0,52,11,0.1871059,141.26663,39.482998,103.6113,143.7941,43.31614,136.29648,0.010266727,-0.0111874165,0.18648805,34.491447,2,1,0.1871059,0,0,1,0,1,True,True,0.5678739547729492,0.019383318722248077,0.003555179573595524,0.9998058676719666,0.019383318722248077,0.003555179573595524,0.9998058676719666,0.019375499337911606,0.003554374212399125,0.9998059272766113,0.019383318722248077,0.003555179573595524,0.9998058676719666,0.09237516728632632,0.07269251987123697,0.12152424925509449,0.07269251987123697,0.0015398488843541538,0.0009887054230607263,0.008386443859226796,0.0009887054230607263,0.5574395046678896,-0.035549022,0.0,0.0,0.0,0.2707657878686001,0.0,7.482247253448817,2.035040438136087,-0.00060271873,-0.00021864247,0.00085408974,0.6717572794333588,0.00068550627,0.0005511434612934275,-0.0066514313,0.0,0.0,0.0,0.01968264741508935,0.0,0.0073977384361660695,0.3807680606842041,-0.08514404,-0.00863266,0.08849335,0.04883172938385752,0.12310606
1,63,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,3,1,1,,1,0,,0,-171.38486,87.40383,212.00371,-190.08858,84.46288,340.70264,-0.056426376,0.020881422,0.9981884,303.25626,0.7865866,0.56,0.8230289,1.0,2,,,,18.308744,157.44684,80.235695,24.05648,,,0.92321646,0.040096894,0.92321646,0.0,0.034969177,0.0017174598,0,52,11,0.2970028,-171.47592,87.35687,211.81187,-172.11841,88.32791,229.71367,-0.0100958655,0.012697433,0.296559,18.229906,2,1,0.2970028,0,2.0,1.7570224,0.27689666,0.0,3.6562333,-0.0660034,0.018445233,0.99764895,-176.47455,88.753784,287.36658,75.732765,0.15075822,2.0033765,0.2820318,205.0,0.5827523,1.8346832,0.28155714,197,0.6213104,1.7570224,0.27689666,307,0.30070698,0.61943156,0.61943156,0.28014076,11.0,0.10042767,-171.47592,87.35687,211.81187,0,52,11,0.2970028,-171.47592,87.35687,211.81187,-172.11841,88.32791,229.71367,-0.0100958655,0.012697433,0.296559,18.229906,2,1,0.2970028,0,0,1,0,1,True,True,0.7936511635780334,-0.008693445473909378,0.007790972478687763,0.999931812286377,-0.008693445473909378,0.007790972478687763,0.999931812286377,-0.008685175329446793,0.007795027457177639,0.9999318718910217,-0.008693445473909378,0.007790972478687763,0.999931812286377,0.058343891511809395,0.04318171120968604,0.049537996434913016,0.04318171120968604,0.0009425588949821103,0.0005538092811495494,0.0019476303449376025,0.0005538092811495494,0.7019557581729724,-0.067696795,-0.0,0.0,0.0,0.3511250452418928,0.0,2.5167889221626614,1.6722010162797418,-0.0005310626,0.0005375527,0.00090567867,0.14719854881066427,0.0007599424,0.0003887496138325608,-0.020106137,0.0,0.0,0.0,0.015162180302123358,0.0,0.001393821063788053,0.496648371219635,0.09106445,0.046958923,0.1918335,0.006356285225226979,0.21748096
1,63,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4,1,1,,1,0,,0,86.54808,40.291306,242.6092,68.42671,31.552353,276.26505,-0.19243391,-0.1695231,0.9665564,59.860046,0.24946633,0.21,0.28362566,0.51,2,,,,46.835636,360.40814,202.31154,76.52294,,,0.9267957,0.007336075,0.9267957,0.0,0.04423228,0.021635927,0,52,11,0.04772169,86.402245,40.120483,242.36366,82.78072,36.96157,254.52661,-0.00067784707,-0.006317451,0.04729407,14.261055,2,1,0.04772169,0,2.0,2.016482,0.042998593,0.0,2.4448225,-0.3565641,-0.23925173,0.90311724,80.131134,35.912617,258.24734,17.587612,0.20703293,1.9251301,0.044536896,39.0,1.2276942,2.7782187,0.04528053,43,0.45540333,2.016482,0.042998593,54,0.3321828,,,,,,86.402245,40.120483,242.36366,0,52,11,0.04772169,86.402245,40.120483,242.36366,82.78072,36.96157,254.52661,-0.00067784707,-0.006317451,0.04729407,14.261055,2,1,0.04772169,0,0,1,0,1,True,True,0.2709190547466278,0.0142661202698946,0.0035683016758412123,0.9998918771743774,0.0142661202698946,0.0035683016758412123,0.9998918771743774,0.0142787741497159,0.0035834151785820723,0.9998915791511536,0.0142661202698946,0.0035683016758412123,0.9998918771743774,0.45768219758907736,0.13929653074182355,0.2725171741146532,0.13929653074182355,0.009007044076029645,0.0009259689600027402,0.02011996891216175,0.0009259689600027402,8.72715551502179,-0.098971725,0.0,0.0,0.0,2.2856683160139823,0.0,20.728556551293266,4.677063126444455,0.0016878714,0.004257729,0.001013124,0.9563816317848207,0.0012778786,0.008081075116026905,-0.004723098,0.0,0.0,0.0,0.3183856668472538,0.0,0.01919399995215901,0.2231973633170128,0.14583588,0.17082214,0.24554443,0.13322064337282966,0.33277676
1,63,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,5,1,1,,1,0,,0,102.08077,173.2306,88.983,107.546036,184.47472,230.33171,-0.007209813,0.0634311,0.9979602,175.12787,0.503856,0.28,0.5433278,0.63,2,,,,20.411362,276.7927,125.744774,38.215206,,,0.9415626,0.0131384805,0.9415626,0.0,0.032033566,0.013265373,0,52,11,0.20549327,102.1288,172.99345,88.91614,100.63093,176.08482,109.41613,-0.0004406557,0.01110659,0.20519179,22.072199,2,1,0.20549327,0,2.0,1.9167066,0.19983661,0.0,3.2130265,0.01704976,0.08530652,0.9962089,103.189224,178.29916,150.8761,62.195755,0.0842739,2.2166858,0.198793,167.0,0.52449197,1.7097907,0.19738479,123,0.7071688,1.9167066,0.19983661,232,0.30114165,0.59553045,0.59553045,0.30419177,11.0,0.10027776,102.1288,172.99345,88.91614,0,52,11,0.20549327,102.1288,172.99345,88.91614,100.63093,176.08482,109.41613,-0.0004406557,0.01110659,0.20519179,22.072199,2,1,0.20549327,0,0,1,0,1,True,True,0.514815092086792,0.01587938517332077,0.015596709214150906,0.9997522234916687,0.01587938517332077,0.015596709214150906,0.9997522234916687,0.01587495394051075,0.015617990866303444,0.9997519850730896,0.01587938517332077,0.015596709214150906,0.9997522234916687,0.06982321845045728,0.042487417278950695,0.053130105223172845,0.042487417278950695,0.0009742598031778041,0.0003709524724287593,0.0014532242021764415,0.0003709524724287593,1.6263736612913637,-0.027527226,0.0,0.0,0.0,0.6433858050733859,0.0,2.9175482310756955,1.5052649592978313,-0.00047025952,0.0013708733,0.00075198966,0.25049034810347953,0.0011426847,0.0006033073307490449,-0.0056566596,0.0,0.0,0.0,0.02733580117150658,0.0,0.0010822717297476823,0.3093218207359314,-0.04802704,0.2371521,0.06686401,0.01064268794422215,0.2510349
1,63,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,6,1,1,,1,0,,0,-123.111374,139.45255,146.56535,-109.41502,193.6433,419.30005,-0.3509744,0.40119863,0.8460831,474.28336,1.1765798,0.72,1.2049843,1.19,2,,,,13.454751,199.03635,103.08198,23.707575,,,0.90988606,0.046166077,0.90988606,0.0,0.04117244,0.0027753883,0,52,11,0.5763122,-124.0247,140.41411,146.36624,-123.3689,139.52913,185.25812,0.009641905,0.021055445,0.5758465,40.30557,2,1,0.5763122,0,2.0,1.7330317,0.50252783,0.0,4.650871,0.0033696182,-0.031281162,0.99950486,-123.66061,137.03416,254.363,108.05026,0.19704963,1.4983438,0.49887875,404.0,0.6347028,1.9816267,0.4982915,270,0.56942993,1.7330317,0.50252783,525,0.3001486,0.7073492,0.7073492,0.16004553,11.0,0.13260527,-124.0247,140.41411,146.36624,0,52,11,0.5763122,-124.0247,140.41411,146.36624,-123.3689,139.52913,185.25812,0.009641905,0.021055445,0.5758465,40.30557,2,1,0.5763122,0,0,1,0,1,True,True,1.181314468383789,-0.004487581551074982,0.012596173211932182,0.9999106526374817,-0.004487581551074982,0.012596173211932182,0.9999106526374817,-0.004405577201396227,0.012509708292782307,0.9999120235443115,-0.004487581551074982,0.012596173211932182,0.9999106526374817,0.04457995610995563,0.031996859635637614,0.5499056949872634,0.031996859635637614,0.0009987099891081623,0.0005900278533056404,0.35722509292845456,0.0005900278533056404,0.6926488868497882,-0.12802844,-0.0,0.0,0.0,0.3932603579728542,0.0,604.437677097946,1.0497822195957065,-0.007364037,-0.006848052,0.0013603679,16.18623956379728,0.0056407633,0.00040868213580252195,-0.07378435,0.0,0.0,0.0,0.012583096474318017,0.0,0.3566350650751489,0.6050022840499878,0.91332245,-0.9615631,0.19911194,0.5179088353516258,1.341047
1,63,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,8,1,1,,1,0,,0,-198.30003,201.97252,146.30034,-189.73369,192.17255,195.8054,-0.015625015,-0.019088762,0.9996957,55.192173,0.23848927,0.16,0.2720708,0.38,2,,,,0.0,0.0,0.0,0.0,,,0.65835947,0.019930512,0.65835947,0.0,0.25594157,0.06576845,0,52,11,0.3731413,-198.34737,201.89395,146.18164,-197.08945,203.73225,161.60571,-0.006222933,0.026221685,0.37216642,15.663187,2,0,0.3731413,0,2.0,1.9222057,0.16555615,0.0,8.154118,0.12607011,-0.031903364,0.99150807,-195.78772,201.2462,166.3126,20.303381,0.204959,2.0829732,0.16484495,90.0,0.6408546,1.6853467,0.164374,92,0.57319385,1.9222057,0.16555615,158,0.3025694,0.66208065,0.2650822,0.66208065,0.0,0.07283715,-198.34737,201.89395,146.18164,0,52,11,0.3731413,-198.34737,201.89395,146.18164,-197.08945,203.73225,161.60571,-0.006222933,0.026221685,0.37216642,15.663187,2,0,0.3731413,0,0,1,0,1,False,False,0.19173860549926758,-0.011153527535498142,0.018109187483787537,0.9997738599777222,-0.011153527535498142,0.018109187483787537,0.9997738599777222,-0.011149161495268345,0.018116038292646408,0.9997737407684326,-0.011153527535498142,0.018109187483787537,0.9997738599777222,0.1464178782364102,0.05251489784273089,0.037474654702905355,0.05251489784273089,0.003549224988859394,0.0010290544549792985,0.00026926806175910675,0.0010290544549792985,2.4490157169872933,-0.5563178,-0.0,0.0,0.0,1.7881207857415142,0.0,-0.7383344871049379,-0.48615012255058565,-0.00023863571,0.00038915235,0.00081199064,-0.2863995505592972,0.0004709148,0.002520170533880095,-0.20758514,0.0,0.0,0.0,0.09390298039367931,0.0,-0.0007597863932201918,-0.18140268325805664,0.047332764,0.078567505,0.11869812,-0.015040243139825535,0.15000829
1,63,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,9,1,1,,1,0,,0,-27.584766,77.64696,192.09853,-41.922558,86.24017,347.9043,-0.09817829,-0.10667357,0.98943514,257.7499,0.68527293,0.56,0.72320944,1.0,2,,,,33.53924,261.20615,156.36479,50.410465,,,0.9390483,0.025257451,0.9390483,0.0,0.030377857,0.0053163734,0,52,11,0.16575201,-52.49894,103.455574,206.47218,-57.532734,103.80256,228.73378,-0.009539487,-0.0046455,0.16541126,24.227852,2,1,0.16575201,0,2.0,1.8215625,0.15517302,0.0,1.8757046,-0.09568337,0.014528399,0.9953058,-60.41462,104.65748,288.8117,82.72785,0.17507929,1.7843516,0.16012992,119.0,0.58796453,2.3516881,0.16103992,117,0.61846626,1.8215625,0.15517302,171,0.3014149,0.49041054,0.49041054,0.33448637,11.0,0.1751031,-52.49894,103.455574,206.47218,0,52,11,0.16575201,-52.49894,103.455574,206.47218,-57.532734,103.80256,228.73378,-0.009539487,-0.0046455,0.16541126,24.227852,2,1,0.16575201,0,0,1,0,1,True,True,0.693370521068573,0.0019185434794053435,0.00923135969787836,0.9999555349349976,0.0019185434794053435,0.00923135969787836,0.9999555349349976,0.004147007595747709,0.00693743210285902,0.9999673962593079,0.0019185434794053435,0.00923135969787836,0.9999555349349976,0.0978953171005394,0.07022126195954391,0.15341075101711493,0.07022126195954391,0.0014870995544020676,0.0008173274026175147,0.01631837712058159,0.0008173274026175147,0.8194661645254866,-0.06382421,-0.0,0.0,0.0,0.3940979465299151,0.0,18.96553286763849,3.183180204593386,-0.47456527,-0.24946569,-0.06961547,1.1846766454510373,0.1631721,0.0006697721517845529,-0.01057899,0.0,0.0,0.0,0.027674055140995496,0.0,0.015501049717964073,0.5276185125112534,24.914173,-25.808617,-14.373657,0.08318948905757102,38.64457
