,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,nshw,ntrk,true_nshw,true_ntrk,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,49,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49,10,1,1,0.5509766,1,0,,0,-200.94473,187.05028,109.12858,-200.98236,187.80186,110.823425,-0.020294208,0.40530434,0.9139566,1.8544017,0.0629699,,0.07634816,,2,,,,1.5656728,2.3257568,1.8791429,1.7778983,,,,,,,,,0,52,11,0.06013816,-200.92456,187.2553,108.63993,-201.3,185.9329,117.46869,-0.008171252,0.002386186,0.059530444,8.987267,2,0,0.06013816,0,2.0,1.7608752,0.01939521,0.2508058,10.459008,-0.020295424,0.40530026,0.9139584,-200.98238,187.80186,110.823425,1.8544024,0.016418986,,0.02015815,21,0.37129655,6.6238523,0.018740462,11,2.830753,1.7608752,0.01939521,30,0.3282425,,,,,,-200.94473,187.05028,109.12858,0,52,11,0.06013816,-200.92456,187.2553,108.63993,-201.3,185.9329,117.46869,-0.008171252,0.002386186,0.059530444,8.987267,2,0,0.06013816,0,0,1,1,0,False,False,,-0.011424699798226357,0.016834042966365814,0.9997930526733398,-0.011423383839428425,0.01685323193669319,0.999792754650116,-0.011424699798226357,0.016834042966365814,0.9997930526733398,-0.011423383839428425,0.01685323193669319,0.999792754650116,0.4006083668955593,0.12700111665180866,0.40061281053431036,0.12700111665180866,0.0031126802770710506,0.0009699854154840234,,0.0009699854154840234,2.208996988390615,-0.6774891,0.00010039648,-0.0010948534,0.0044978624,2.1543688548336406,0.0017954237,,,0.00010039648,-0.0010948534,0.0044978624,2.1544038438075037,0.0017954237,0.002142694861587027,-0.04074295,-0.02017212,-0.20501709,0.48864746,0.27360725024375065,0.53029734,,,-0.02017212,-0.20501709,0.48864746,0.2736116938825017,0.53029734
1,55,1,1,5,,-1,5,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,4,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,1,1,5,-1.0,5,4,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1.0,,0.0120329,,,,,,,,,,,,0.005463237,5,0.00021983507,,0.0120329,6,0.0008204357,,,0,0.0003003003,,,,,,,,,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,4,0,1,0,False,False,,,,,0.011219528503715992,-0.006263475865125656,0.9999174475669861,,,,,,,,0.0533848510478784,,,,0.0006710393876624113,,,,-0.94889563,,,,,,,,,,,,,,-0.22342429,,,,,,,,,,,,
1,55,1,1,5,0.44191325,5,3,,0,52.8616,-70.70839,399.30103,53.889294,-71.41814,392.03973,0.20544663,-0.083251335,-0.97512096,7.3879633,0.099364474,,0.11904834,,2,,,,15.880931,190.91412,96.006485,22.201612,,,,,,,,,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,2.0,1.8736165,0.026214771,33.65341,3.78327,0.14354667,-0.102130204,-0.9843596,53.33134,-71.20213,392.3792,6.9291306,0.13469775,2.1759753,0.026221564,23,0.5166827,1.7752903,0.025336793,16,0.7430663,1.8736165,0.026214771,32,0.30476665,,,,,,52.33669,-70.49446,399.19998,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,4,0,1,0,True,True,0.1450413316488266,0.011082050390541553,-0.006183660589158535,0.9999194741249084,0.011219528503715992,-0.006263475865125656,0.9999174475669861,0.011127990670502186,-0.006202367600053549,0.9999188780784607,0.011219528503715992,-0.006263475865125656,0.9999174475669861,2.9518776722824245,0.0533848510478784,2.9054141645670795,0.0533848510478784,0.22842455103255194,0.0006710393876624113,1.2243564610927333,0.0006710393876624113,339.4040883923024,-0.88866436,-0.02759043,-0.012107334,0.018776791,54.29429443635653,0.018799026,1823.5672066401662,-0.38400124192596236,-0.017837662,-0.009109395,0.01903466,53.42394438754448,0.018780867,0.22775351164488952,-0.2092424,-1.4849625,0.86396027,7.357544,2.898492821234546,7.5554614,1.223685421705071,-0.0904158502817154,-0.9600525,0.65003204,7.4585876,2.852029313519201,7.5481634
1,55,1,1,5,0.47790778,5,2,,0,53.642036,-67.8098,433.6609,46.855797,-68.599915,442.61826,-0.42279777,0.07530832,0.9030896,11.698982,0.11801001,0.12,0.14024097,0.25,2,,,,10.487028,211.72072,103.05151,16.305115,,,0.5816447,0.008880876,0.5816447,0.0,0.33076286,0.07871153,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,2.0,1.978912,0.031778246,0.93760717,3.0721354,-0.6149233,-0.08909441,0.78353775,46.979305,-69.381424,441.45493,10.344025,0.30120236,,,0,0.953559,,0.0355894,27,0.6397586,1.978912,0.031778246,39,0.3828788,,,,,,53.340088,-68.45983,433.35,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,4,0,1,0,True,True,0.15839840471744537,0.01113671064376831,-0.005987253040075302,0.9999200701713562,0.011219528503715992,-0.006263475865125656,0.9999174475669861,0.011162814684212208,-0.005930242594331503,0.999920129776001,0.011219528503715992,-0.006263475865125656,0.9999174475669861,0.6806555022704,0.0533848510478784,0.45593162519291636,0.0533848510478784,0.014722604449975448,0.0006710393876624113,0.03292685404400456,0.0006710393876624113,20.940000424210783,-0.865036,-0.008947395,-0.040620156,0.10592923,11.749974738338253,0.103534974,48.06843718772811,-0.3272729953755598,-0.003337226,-0.04972955,0.106722616,7.540468246020064,0.10442496,0.014051565062313037,-0.20367894,-0.48156357,2.89859,41.50757,0.6272706512225216,41.61144,0.03225581465634215,-0.07705877721309662,-0.17961502,3.5486221,41.81845,0.402546774145038,41.96913
1,55,1,1,5,0.49419805,5,1,,0,53.160908,-70.07659,428.97888,55.285248,-68.459335,423.4682,0.34693196,0.26411477,-0.8999342,6.1233935,0.09299408,,0.11168188,,2,,,,9.579974,135.7347,67.80669,11.67826,,,,,,,,,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,2.0,4.4771695,0.06969392,6.287574,25.740679,0.34692577,0.26411232,-0.89993733,55.17713,-68.22052,424.0634,2.7075403,0.27893496,,0.009530084,7,1.3559893,7.505166,0.044696383,21,0.4420237,4.4771695,0.06969392,56,0.33335656,0.55054283,0.03424128,0.41521585,22.0,0.55054283,54.237816,-68.935616,426.5,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,4,0,1,0,True,True,0.14075365662574768,0.011221932247281075,-0.0060324701480567455,0.9999188184738159,0.011219528503715992,-0.006263475865125656,0.9999174475669861,0.011125285178422928,-0.006130988709628582,0.9999193549156189,0.011219528503715992,-0.006263475865125656,0.9999174475669861,2.6850099411246187,0.0533848510478784,2.68513885560223,0.0533848510478784,0.5024428925506603,0.0006710393876624113,1.0148297365108845,0.0006710393876624113,747.7532055322972,-0.70400596,0.007732286,-0.033952627,0.0884477,49.2953532401272,0.08644943,1511.3251409221725,-0.4022112408222532,-0.012276541,-0.017963259,0.09477392,49.297768053975716,0.09247022,0.5017718531629979,-0.16576326,0.4161644,2.4228058,34.657562,2.6316250900767404,34.744637,1.0141586971232222,-0.09470352530479431,-0.6607437,1.2818298,37.136444,2.631754004554352,37.164436
1,55,1,1,5,0.4351201,5,0,,0,54.192806,-70.65664,432.8079,59.713947,-65.5385,503.24966,-0.0013351404,0.097480506,0.9952365,132.99348,0.41222098,0.32,0.45117703,0.69,2,,,,33.65957,261.5543,156.64304,50.570606,,,0.92043316,0.018001543,0.92043316,0.0,0.056569047,0.004996275,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,0.0,1.7856461,0.17273054,0.12461957,7.8038306,0.102881044,0.0653757,0.9925429,56.1698,-66.62257,454.76904,22.13407,0.38758188,1.7856461,0.17273054,128,0.5426049,5.308648,0.094208024,57,0.6823541,4.3515134,0.08778466,107,0.30225393,0.55073225,0.55073225,0.37615916,11.0,0.073108606,53.892624,-68.069595,432.80002,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,4,0,1,0,True,False,0.3369921147823334,0.011185567826032639,-0.005953408777713776,0.9999197125434875,0.011219528503715992,-0.006263475865125656,0.9999174475669861,0.011211796663701534,-0.0061796591617167,0.9999181032180786,0.011219528503715992,-0.006263475865125656,0.9999174475669861,0.11647138726240187,0.0533848510478784,0.10456948984079964,0.0533848510478784,0.0023431905943332608,0.0006710393876624113,0.003684934032169151,0.0006710393876624113,2.491882350596208,-0.26640362,0.0013186597,-0.046088826,0.10452564,1.1817310524655036,0.102236256,4.491382622122592,0.43122461595477424,0.0068960125,-0.00983461,0.10454573,0.9587858313403573,0.10194681,0.0016721512066708495,-0.06272665,0.07097244,3.288826,40.95758,0.06308653621452348,41.089474,0.0030138946445067397,0.10153493285179138,0.3711548,0.7017822,40.965454,0.05118463879292124,40.973145
1,55,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,2,1,1,0.47490215,1,0,,0,79.9726,5.5800457,399.11655,74.95946,7.9368577,423.45425,0.049803846,-0.04338477,0.9978164,25.607042,0.16294685,0.12,0.19083948,0.3,2,,,,12.290082,160.55768,71.20354,15.413894,,,0.79517347,0.017796531,0.79517347,0.0,0.17105429,0.015975682,0,52,11,0.05964993,79.89902,5.569083,399.0486,76.29492,7.612766,413.95984,0.008042967,-0.0005742279,0.059100203,17.345509,2,1,0.05964993,0,2.0,2.0258808,0.046768703,0.9761757,2.9949238,-0.23931979,0.09409444,0.96637076,76.153755,7.011935,414.19086,15.615991,0.16277589,2.6584024,0.04563619,46,0.5312804,2.336636,0.04351427,28,0.7468312,2.0258808,0.046768703,66,0.31043985,,,,,,79.89097,5.5425572,399.1,0,52,11,0.05964993,79.89902,5.569083,399.0486,76.29492,7.612766,413.95984,0.008042967,-0.0005742279,0.059100203,17.345509,2,1,0.05964993,0,1,0,1,0,True,True,0.1942044496536255,0.013499042019248009,0.0004861832712776959,0.9999087452888489,0.013499808497726917,0.0004885122762061656,0.9999087452888489,0.013506181538105011,0.0004894709563814104,0.9999086856842041,0.013499808497726917,0.0004885122762061656,0.9999087452888489,0.27251271110995384,0.12217687414354537,0.056989187076042634,0.12217687414354537,0.003473192470275172,0.0008904057447319003,0.0006307308889850055,0.0008904057447319003,2.9006851548570642,-0.21594706,-0.0001007398,-0.0047630775,0.00012878531,1.2304770278357193,0.00014346441,-0.29163654579192144,2.2557364542288996,0.0009209814,0.0019684543,0.00017023522,-0.533551766850033,0.00024752918,0.002582786725543272,-0.012881227,-0.008049011,-0.026525974,0.0513916,0.15033583696640845,0.058391012,-0.0002596748557468948,0.13455452024936676,0.07358551,0.010962486,0.06793213,-0.06518768706750275,0.1007461
1,55,3,1,4,,-1,4,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,4,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3,1,4,0.4795525,4,3,,0,9.179888,-14.4626255,200.25,9.068163,-14.635843,200.55,-0.30693227,-0.47587037,0.82422084,0.36398992,0.039734494,,0.04948451,,2,,,,0.0,0.0,0.0,0.0,,,,,,,,,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,2.0,2.5361571,0.0028031932,8.6232815,7.701464,-0.3069283,-0.47586527,0.8242252,9.068166,-14.635837,200.55,0.36398184,5.1141133e-06,,0.00072541926,3,254883.2,,,0,0.3639787,2.5361571,0.0028031932,4,0.3639782,,,,,,9.179882,-14.46263,200.25,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,4,0,1,0,True,True,0.11288277804851532,0.007426398806273937,-0.0012912407983094454,0.9999715685844421,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.007426398806273937,-0.001291240332648158,0.9999715685844421,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.6049387807212333,0.04073383568368214,0.6049465763884615,0.04073383568368214,0.001025831143996379,0.0007330258218684455,0.04131062212450709,0.0007330258218684455,0.39944748655864204,-0.9936548,-0.219423,-0.3599426,0.18100788,13.851014410203703,0.1857882,55.356298635167335,-0.7444834531252045,-0.2194225,-0.3599428,0.18100788,13.85120579083598,0.1857882,0.0002928053221279334,-0.43897945,-2.5804977,8.133203,30.691437,0.5642049450375511,31.85549,0.040577596302638644,-0.32889987528324127,-2.580492,8.133207,30.691437,0.5642127407047793,31.85549
1,55,3,1,4,0.45353657,4,2,,0,12.162146,-9.707907,198.22452,12.253936,-10.385917,198.97662,0.09027676,-0.6668361,0.73971593,1.0167527,0.05238721,,0.06374803,,2,,,,4.491847,46.28589,10.46244,2.447463,,,,,,,,,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,2.0,12.1908655,0.012542408,3.572908,12.335809,0.09027703,-0.6668329,0.73971874,12.279161,-10.465166,198.9021,1.016748,0.35818154,,0.0037440364,4,1.4448439,,,0,0.3166716,12.1908655,0.012542408,4,0.40555954,,,,,,12.187372,-9.787165,198.15,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,4,0,1,0,True,True,0.11793266236782074,0.007696341257542372,-0.0008739720797166228,0.999970018863678,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.00769403763115406,-0.000866888789460063,0.999970018863678,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.7362764175118032,0.04073383568368214,0.7362879050149794,0.04073383568368214,0.006799276517907465,0.0007330258218684455,0.06393364066140503,0.0007330258218684455,8.275630291681207,-0.9716096,0.036307707,-0.5668597,0.16862275,17.075302881598095,0.18273695,86.21881106240082,-0.7330527546104006,0.034162655,-0.5703674,0.16906226,17.075584895383034,0.18332076,0.006066250696039019,-0.42924026,0.42699242,12.808668,28.59143,0.695542581828121,31.33232,0.06320061483953658,-0.32384999096393585,0.40176582,12.887926,28.665955,0.6955540693312973,31.432419
1,55,3,1,4,0.42002696,4,1,,0,13.240608,-28.145586,194.7337,11.782643,-20.893385,172.27856,0.033262696,0.5531862,-0.8323933,24.264318,0.15907276,0.12,0.1866301,0.3,2,,,,32.36788,99.07164,43.779663,31.238348,,,0.5976943,0.011366694,0.5976943,0.0,0.10441572,0.2865233,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,2.0,1.4818715,0.1309552,14.661121,8.222792,-0.08327239,0.21685165,-0.97264653,12.166507,-18.47014,174.88269,15.925881,0.30574077,,0.011648761,11,1.0049436,,0.054284614,30,0.4450231,1.4818715,0.1309552,120,0.3084368,0.5577745,0.0303413,0.5577745,0.0,0.41188422,13.492693,-21.923695,190.37294,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,4,0,1,0,True,True,0.19096553325653076,0.007818314246833324,-0.0019590931478887796,0.9999675154685974,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.0077927433885633945,-0.002514096675440669,0.9999665021896362,0.007677802816033363,-0.002022919710725546,0.999968409538269,2.9116993039933816,0.04073383568368214,2.5562031500478164,0.04073383568368214,1.1102372845804047,0.0007330258218684455,1.2478021262462444,0.0007330258218684455,1513.5950544422383,-0.70357543,0.14730078,-0.029746113,0.12275627,70.48109808769617,0.12187677,1701.2621700633415,-0.5677387244240094,0.1258657,0.24560958,0.1484746,61.753804230418304,0.1505999,1.1095042587585362,-0.31082743,1.7323132,0.6721382,20.814377,2.8709654683096995,20.897152,1.247069100424376,-0.25081712007522583,1.4802284,-5.549753,25.17514,2.5154693143641342,25.822056
1,55,3,1,4,0.37939742,4,0,,0,13.594532,-22.090784,192.07788,20.109241,1.462953,307.6499,-0.17236468,-0.5554507,0.8134894,273.77344,0.7208289,0.49,0.75827825,0.92,2,,,,52.73464,704.8058,112.30369,40.200874,,,0.8965584,0.044200324,0.8965584,0.0,0.040485196,0.018756092,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,1.0,52.479458,0.24005726,4.6049905,14.058728,-0.008538701,0.012875604,0.9998807,12.178661,-9.39977,222.57503,23.277803,0.84675246,,0.3451657,166,0.5869797,52.479458,0.32725632,208,0.6137608,,0.24005726,239,0.3000358,0.7078147,0.16614477,0.7078147,0.0,0.12604055,12.377423,-9.699486,199.3,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,4,0,1,0,True,True,0.7285314202308655,0.007712520193308592,-0.0008660536259412766,0.9999698996543884,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.00782622117549181,-0.001973723294213414,0.9999674558639526,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.02128174224743709,0.04073383568368214,0.6211491525649003,0.04073383568368214,0.00010872494642204769,0.0007330258218684455,0.2810865602502993,0.0007330258218684455,-0.8516765123704465,-0.45661682,0.05246799,-0.57074004,0.17540511,-0.47754141267961914,0.18909794,382.460652905547,0.6490720374296248,0.15596029,-0.022351412,0.13281144,14.248972804535834,0.13180543,-0.0006243008754463978,-0.2017254,0.6170435,12.896347,29.74144,-0.01945209343624505,32.42298,0.28035353442843086,0.2867487668991089,1.8341522,0.50504875,22.519318,0.5804153168812182,22.599533
1,55,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,4,1,1,0.47092184,1,0,,0,1.844759,23.98138,169.38622,3.5969834,27.097872,127.108955,0.12817124,-0.2652465,-0.9556236,43.14993,0.2093702,0.2,0.2410239,0.43,2,,,,17.035715,172.33035,75.0016,20.969019,,,0.83004993,0.017547512,0.83004993,0.0,0.12615217,0.026250413,0,52,11,0.1190025,3.672907,27.088991,127.10846,0.3509841,23.424122,144.15767,-0.007055122,-0.0058301236,0.11864893,19.4542,2,1,0.1190025,0,0.0,,0.09020327,0.9085445,2.2968147,0.017809281,0.11611926,-0.99307567,2.6083677,29.306164,130.59152,39.07909,0.08553847,,0.08975743,64,0.7576224,,0.0945548,60,0.50242835,,0.09020327,106,0.30209178,0.79237115,0.14567839,0.79237115,0.0,0.06195044,1.9123973,24.76833,169.40001,0,52,11,0.1190025,3.672907,27.088991,127.10846,0.3509841,23.424122,144.15767,-0.007055122,-0.0058301236,0.11864893,19.4542,2,1,0.1190025,0,1,0,1,0,True,True,0.2345198690891266,0.006796287838369608,0.0022174599580466747,0.9999744892120361,0.00698031997308135,0.002434437396004796,0.9999726414680481,0.0067902421578764915,0.0021470091305673122,0.9999746680259705,0.00698031997308135,0.002434437396004796,0.9999726414680481,3.0204546931886966,0.08395656081578563,2.8414643540830693,0.08395656081578563,0.8229376547085028,0.0008388134008782242,1.8934945853401792,0.0008388134008782242,980.0735663580247,-0.24200524,-0.47932327,-0.085668065,0.3327202,34.976398554677175,0.32605308,2256.3489924668834,0.9707138226342008,-0.49773872,-0.114718586,0.33261165,32.84445868760281,0.32635665,0.8220988413076246,-0.028799228,-1.7605098,-2.3206615,42.29155,2.936498132372911,42.391747,1.892655771939301,0.11551737040281296,-1.8281481,-3.1076107,42.277756,2.757507793267284,42.431213
1,55,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,5,1,1,0.4468261,1,0,,0,-58.617657,-61.910244,62.365963,-60.827187,-56.30918,74.14715,0.19147487,0.25599664,0.9475248,13.812451,0.12594181,0.1,0.14929593,0.25,2,,,,9.437976,207.31781,93.05364,14.6721945,,,0.9154339,0.0014558862,0.9154339,0.0,0.017784031,0.06532618,0,52,11,0.038978167,-58.34986,-61.646603,62.272015,-60.41068,-56.83874,74.395584,-0.0053251535,0.00288048,0.038501713,15.273557,2,1,0.038978167,0,2.0,1.981124,0.03455508,0.57869315,2.844798,-0.17202678,0.44788346,0.8773865,-60.48622,-56.220673,73.7574,12.14676,0.18792142,2.1984007,0.034011543,18,0.36294493,1.8644434,0.035366103,36,5.9037914,1.981124,0.03455508,42,0.34192458,,,,,,-58.396652,-61.661007,63.1,0,52,11,0.038978167,-58.34986,-61.646603,62.272015,-60.41068,-56.83874,74.395584,-0.0053251535,0.00288048,0.038501713,15.273557,2,1,0.038978167,0,1,0,1,0,True,True,0.16439291834831238,0.001410372438840568,-0.0055734822526574135,0.9999834895133972,0.0014147075125947595,-0.0055725970305502415,0.9999834895133972,0.0013904880033805966,-0.0055963811464607716,0.9999834299087524,0.0014147075125947595,-0.0055725970305502415,0.9999834895133972,0.50611769791444,0.15992137443928403,0.3290720847936638,0.15992137443928403,0.00885146113453228,0.0009968606153722469,0.01780185218023713,0.0009968606153722469,7.879336787949011,-0.11347598,0.0008019055,0.00023365922,0.013296244,2.164790821045584,0.007878703,16.857915044210646,3.2175641266535933,0.004589481,0.0042766565,0.0015086771,1.0577117095663766,0.003679505,0.007854600519160034,-0.0044230856,-0.046791077,-0.014404297,0.82798386,0.34619632347515594,0.82943,0.016804991564864882,0.12541475147008896,-0.26779556,-0.26364136,0.093948364,0.16915071035437976,0.38735968
1,55,6,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,2,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,6,1,2,0.47921684,2,1,,0,-83.58651,90.135216,108.53772,-83.206955,90.91774,109.15245,0.35637584,0.7347472,0.5771853,1.0650351,0.05312507,,0.064609185,,1,,,,12.185651,119.58408,70.03396,18.995867,,,,,,,,,0,52,11,0.09985289,-83.73081,89.8797,106.40964,-87.80159,90.703964,119.54561,-0.007767147,0.007046854,0.099299304,15.026048,2,1,0.09985289,0,1.0,3.6503267,0.015795719,2.3736286,6.8765807,0.3563739,0.7347462,0.57718766,-82.85786,90.57595,109.13615,0.92890114,0.76481605,,0.014302566,9,0.32435843,3.6503267,0.006387664,6,0.8627754,4.540686,0.015795719,13,0.5197616,,,,,,-83.188896,89.89344,108.6,0,52,11,0.09985289,-83.73081,89.8797,106.40964,-87.80159,90.703964,119.54561,-0.007767147,0.007046854,0.099299304,15.026048,2,1,0.09985289,0,2,0,1,0,True,True,0.11826227605342865,-0.0008271603146567941,0.008091971278190613,0.9999669194221497,-0.0008761148201301694,0.008092328906059265,0.9999668598175049,-0.0008629569783806801,0.008113778196275234,0.9999666810035706,-0.0008761148201301694,0.008092328906059265,0.9999668598175049,0.9486024259875417,0.0992843616261247,0.9486014805821861,0.0992843616261247,0.014213723336454353,0.0009842883243164954,0.1064176904723024,0.0009842883243164954,13.440609509743577,-0.84181005,-0.0064721205,0.00015287701,0.020584235,8.554399206993905,0.013884245,107.11637997047303,0.18436508265763957,-0.0017234082,0.0028428673,0.019998962,8.554389684795844,0.013218315,0.013229435012137858,-0.08405717,0.5419159,0.01374054,2.190361,0.8493180643614171,2.256445,0.10543340214798591,0.01840938627719879,0.14430237,0.25551605,2.1280823,0.8493171189560613,2.148219
